date,title,artist,peak_pos,rank,weeks
1962-08-27,Ramblin' Rose,Nat King Cole,11.0,11.0,5.0
1962-08-27,What's A Matter Baby (Is It Hurting You),Timi Yuro,12.0,12.0,8.0
1962-08-27,"Ahab, The Arab",Ray Stevens,5.0,13.0,10.0
1962-08-27,Your Nose Is Gonna Grow,Johnny Crawford,14.0,14.0,4.0
1962-08-27,A Swingin' Safari,Billy Vaughn And His Orchestra,15.0,15.0,7.0
1962-08-27,Rinky Dink,Baby Cortez,16.0,16.0,8.0
1962-08-27,Teen Age Idol,Rick Nelson,17.0,17.0,4.0
1962-08-27,Devil Woman,Marty Robbins,18.0,18.0,6.0
1962-08-27,You Belong To Me,The Duprees,19.0,19.0,5.0
1962-08-27,Make It Easy On Yourself,Jerry Butler,20.0,20.0,9.0
1962-08-27,Sealed With A Kiss,Brian Hyland,3.0,21.0,13.0
1962-08-27,Sherry,The 4 Seasons,22.0,22.0,2.0
1962-08-27,Call Me Mr. In-Between,Burl Ives,19.0,23.0,7.0
1962-08-27,The Wah Watusi,The Orlons,2.0,24.0,13.0
1962-08-27,Send Me The Pillow You Dream On,Johnny Tillotson,25.0,25.0,4.0
1962-08-27,Till Death Do Us Part,Bob Braun,26.0,26.0,7.0
1962-08-27,Twist And Shout,The Isley Brothers,17.0,27.0,14.0
1962-08-27,You'll Lose A Good Thing,Barbara Lynn,8.0,28.0,12.0
1962-08-27,Bring It On Home To Me,Sam Cooke,13.0,29.0,9.0
1962-08-27,Alley Cat,Bent Fabric and His Piano,30.0,30.0,6.0
1962-08-27,Come On Little Angel,The Belmonts,31.0,31.0,7.0
1962-08-27,You Beat Me To The Punch,Mary Wells,32.0,32.0,4.0
1962-08-27,Shame On Me,Bobby Bare,33.0,33.0,7.0
1962-08-27,Heart In Hand,Brenda Lee,15.0,34.0,9.0
1962-08-27,Speedy Gonzales,Pat Boone,6.0,35.0,12.0
1962-08-27,Point Of No Return,Gene McDaniels,36.0,36.0,5.0
1962-08-27,Silver Threads And Golden Needles,The Springfields,37.0,37.0,5.0
1962-08-27,Venus In Blue Jeans,Jimmy Clanton,38.0,38.0,3.0
1962-08-27,Beechwood 4-5789,The Marvelettes,39.0,39.0,4.0
1962-08-27,Green Onions,Booker T. & The MG's,40.0,40.0,4.0
1962-08-27,Stop The Wedding,Etta James,41.0,41.0,6.0
1962-08-27,A Wonderful Dream,The Majors,42.0,42.0,4.0
1962-08-27,Let's Dance,Chris Montez,43.0,43.0,4.0
1962-08-27,Wolverton Mountain,Claude King,6.0,44.0,15.0
1962-08-27,Patches,Dickey Lee,45.0,45.0,2.0
1962-08-27,If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",46.0,46.0,3.0
1962-08-27,The Stripper,David Rose and His Orchestra,1.0,47.0,17.0
1962-08-27,I'm The Girl From Wolverton Mountain,Jo Ann Campbell,48.0,48.0,3.0
1962-08-27,Baby Elephant Walk,Lawrence Welk And His Orchestra,49.0,49.0,13.0
1962-08-27,A Taste Of Honey,Martin Denny and His Orchestra,50.0,50.0,8.0
1962-08-27,Surfin' Safari,The Beach Boys,51.0,51.0,4.0
1962-08-27,I Love You The Way You Are,Bobby Vinton,52.0,52.0,4.0
1962-08-27,Mr. Songwriter,Connie Stevens,53.0,53.0,5.0
1962-08-27,"(Girls, Girls, Girls) Made To Love",Eddie Hodges,14.0,54.0,11.0
1962-08-27,Just Tell Her Jim Said Hello,Elvis Presley With The Jordanaires,55.0,55.0,4.0
1962-08-27,Lie To Me,Brook Benton,56.0,56.0,2.0
1962-08-27,What Kind Of Love Is This,Joey Dee & the Starliters,57.0,57.0,2.0
1962-08-27,The Boys' Night Out,Patti Page,58.0,58.0,5.0
1962-08-27,Papa-Oom-Mow-Mow,The Rivingtons,59.0,59.0,3.0
1962-08-27,Hully Gully Baby,The Dovells,60.0,60.0,4.0
1962-08-27,Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,10.0,61.0,14.0
1962-08-27,I Left My Heart In San Francisco,Tony Bennett,62.0,62.0,4.0
1962-08-27,Love Me As I Love You,George Maharis,54.0,63.0,5.0
1962-08-27,I Can't Stop Loving You,Ray Charles,1.0,64.0,18.0
1962-08-27,(Theme from) A Summer Place,Dick Roman,65.0,65.0,5.0
1962-08-27,You Can't Judge A Book By The Cover,Bo Diddley,66.0,66.0,3.0
1962-08-27,The Ballad Of Paladin,Duane Eddy,33.0,67.0,9.0
1962-08-27,Rain Rain Go Away,Bobby Vinton,68.0,68.0,2.0
1962-08-27,Do You Love Me,The Contours,69.0,69.0,4.0
1962-08-27,Having A Party,Sam Cooke,17.0,70.0,15.0
1962-08-27,Jivin' Around,Al Casey Combo,71.0,71.0,5.0
1962-08-27,Yield Not To Temptation,Bobby Bland,72.0,72.0,4.0
1962-08-27,It Might As Well Rain Until September,Carole King,73.0,73.0,2.0
1962-08-27,Lolita Ya-Ya,The Ventures,67.0,74.0,5.0
1962-08-27,Every Night (Without You),Paul Anka,75.0,75.0,2.0
1962-08-27,Too Late To Worry - Too Blue To Cry,Glen Campbell,76.0,76.0,2.0
1962-08-27,Long As The Rose Is Red,Florraine Darlin,77.0,77.0,2.0
1962-08-27,Punish Her,Bobby Vee,78.0,78.0,1.0
1962-08-27,Lollipops And Roses,Paul Petersen,79.0,79.0,2.0
1962-08-27,Glory Of Love,Don Gardner And Dee Dee Ford,80.0,80.0,3.0
1962-08-27,Silly Boy (She Doesn't Love You),The Lettermen,81.0,81.0,3.0
1962-08-27,Lookin' For A Love,The Valentinos,82.0,82.0,3.0
1962-08-27,Don't You Worry,Don Gardner And Dee Dee Ford,83.0,83.0,2.0
1962-08-27,Beach Party,King Curtis And The Noble Knights,60.0,84.0,7.0
1962-08-27,Reap What You Sow,Billy Stewart,79.0,85.0,4.0
1962-08-27,Torture,Kris Jensen,86.0,86.0,1.0
1962-08-27,So What,Bill Black's Combo,87.0,87.0,4.0
1962-08-27,A Taste Of Honey,The Victor Feldman Quartet,88.0,88.0,1.0
1962-08-27,I Want To Be Loved,Dinah Washington,76.0,89.0,3.0
1962-08-27,What Kind Of Fool Am I,Sammy Davis Jr.,90.0,90.0,1.0
1962-08-27,Oh! What It Seemed To Be,The Castells,91.0,91.0,2.0
1962-08-27,Broken Heart,The Fiestas,92.0,92.0,2.0
1962-08-27,I Wouldn't Know (What To Do),Dinah Washington,93.0,93.0,1.0
1962-08-27,No One Will Ever Know,Jimmie Rodgers,94.0,94.0,1.0
1962-08-27,I Keep Forgettin',Chuck Jackson,95.0,95.0,1.0
1962-08-27,"Hide & Go Seek, Part I",Bunker Hill,96.0,96.0,2.0
1962-08-27,For All We Know,Dinah Washington,88.0,97.0,2.0
1962-08-27,There Is No Greater Love,The Wanderers,98.0,98.0,2.0
1962-08-27,If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,99.0,99.0,1.0
1962-08-27,Ol' Man River,Jimmy Smith,100.0,100.0,1.0
1962-09-26,Sherry,The 4 Seasons,1.0,1.0,6.0
1962-09-26,Ramblin' Rose,Nat King Cole,2.0,2.0,9.0
1962-09-26,Green Onions,Booker T. & The MG's,3.0,3.0,8.0
1962-09-26,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",4.0,4.0,4.0
1962-09-26,Sheila,Tommy Roe,1.0,5.0,10.0
1962-09-26,Let's Dance,Chris Montez,6.0,6.0,8.0
1962-09-26,Alley Cat,Bent Fabric and His Piano,7.0,7.0,10.0
1962-09-26,Patches,Dickey Lee,8.0,8.0,6.0
1962-09-26,You Belong To Me,The Duprees,7.0,9.0,9.0
1962-09-26,Teen Age Idol,Rick Nelson,5.0,10.0,8.0
1962-09-26,You Beat Me To The Punch,Mary Wells,9.0,11.0,8.0
1962-09-26,If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",12.0,12.0,7.0
1962-09-26,Venus In Blue Jeans,Jimmy Clanton,13.0,13.0,7.0
1962-09-26,The Loco-Motion,Little Eva,1.0,14.0,14.0
1962-09-26,Lie To Me,Brook Benton,15.0,15.0,6.0
1962-09-26,She's Not You,Elvis Presley With The Jordanaires,5.0,16.0,9.0
1962-09-26,I Remember You,Frank Ifield,17.0,17.0,4.0
1962-09-26,Rain Rain Go Away,Bobby Vinton,18.0,18.0,6.0
1962-09-26,Do You Love Me,The Contours,19.0,19.0,8.0
1962-09-26,Silver Threads And Golden Needles,The Springfields,20.0,20.0,9.0
1962-09-26,What Kind Of Love Is This,Joey Dee & the Starliters,21.0,21.0,6.0
1962-09-26,A Wonderful Dream,The Majors,22.0,22.0,8.0
1962-09-26,Beechwood 4-5789,The Marvelettes,17.0,23.0,8.0
1962-09-26,Surfin' Safari,The Beach Boys,24.0,24.0,8.0
1962-09-26,It Might As Well Rain Until September,Carole King,25.0,25.0,6.0
1962-09-26,Punish Her,Bobby Vee,26.0,26.0,5.0
1962-09-26,Hully Gully Baby,The Dovells,27.0,27.0,8.0
1962-09-26,Rinky Dink,Baby Cortez,10.0,28.0,12.0
1962-09-26,You Don't Know Me,Ray Charles,2.0,29.0,10.0
1962-09-26,Only Love Can Break A Heart,Gene Pitney,30.0,30.0,3.0
1962-09-26,Your Nose Is Gonna Grow,Johnny Crawford,14.0,31.0,8.0
1962-09-26,I Left My Heart In San Francisco,Tony Bennett,32.0,32.0,8.0
1962-09-26,Send Me The Pillow You Dream On,Johnny Tillotson,17.0,33.0,8.0
1962-09-26,A Swingin' Safari,Billy Vaughn And His Orchestra,13.0,34.0,11.0
1962-09-26,Shame On Me,Bobby Bare,23.0,35.0,11.0
1962-09-26,Popeye (The Hitchhiker),Chubby Checker,36.0,36.0,3.0
1962-09-26,Come On Little Angel,The Belmonts,28.0,37.0,11.0
1962-09-26,I Love You The Way You Are,Bobby Vinton,38.0,38.0,8.0
1962-09-26,Devil Woman,Marty Robbins,16.0,39.0,10.0
1962-09-26,Point Of No Return,Gene McDaniels,21.0,40.0,9.0
1962-09-26,Stop The Music,The Shirelles,41.0,41.0,4.0
1962-09-26,Torture,Kris Jensen,42.0,42.0,5.0
1962-09-26,Breaking Up Is Hard To Do,Neil Sedaka,1.0,43.0,14.0
1962-09-26,He's A Rebel,The Crystals,44.0,44.0,4.0
1962-09-26,I'm The Girl From Wolverton Mountain,Jo Ann Campbell,38.0,45.0,7.0
1962-09-26,Don't Go Near The Indians,Rex Allen,46.0,46.0,3.0
1962-09-26,What's Gonna Happen When Summer's Done,Freddy Cannon,45.0,47.0,4.0
1962-09-26,You Can't Judge A Book By The Cover,Bo Diddley,48.0,48.0,7.0
1962-09-26,"Hide & Go Seek, Part I",Bunker Hill,49.0,49.0,6.0
1962-09-26,All Alone Am I,Brenda Lee,50.0,50.0,1.0
1962-09-26,Little Black Book,Jimmy Dean,51.0,51.0,3.0
1962-09-26,Party Lights,Claudine Clark,5.0,52.0,14.0
1962-09-26,King Of The Whole Wide World,Elvis Presley With The Jordanaires,53.0,53.0,2.0
1962-09-26,What Kind Of Fool Am I,Sammy Davis Jr.,54.0,54.0,5.0
1962-09-26,The Things We Did Last Summer,Shelley Fabares,55.0,55.0,3.0
1962-09-26,Save All Your Lovin' For Me,Brenda Lee,56.0,56.0,2.0
1962-09-26,The Boys' Night Out,Patti Page,49.0,57.0,9.0
1962-09-26,Papa-Oom-Mow-Mow,The Rivingtons,48.0,58.0,7.0
1962-09-26,Limbo Rock,Chubby Checker,59.0,59.0,4.0
1962-09-26,I Keep Forgettin',Chuck Jackson,55.0,60.0,5.0
1962-09-26,A Taste Of Honey,Martin Denny and His Orchestra,50.0,61.0,12.0
1962-09-26,Lollipops And Roses,Paul Petersen,54.0,62.0,6.0
1962-09-26,Gina,Johnny Mathis,63.0,63.0,2.0
1962-09-26,If I Didn't Have A Dime (To Play The Jukebox),Gene Pitney,64.0,64.0,5.0
1962-09-26,Sweet Sixteen Bars,Earl Grant,65.0,65.0,4.0
1962-09-26,Close To Cathy,Mike Clifford,66.0,66.0,3.0
1962-09-26,No One Will Ever Know,Jimmie Rodgers,67.0,67.0,5.0
1962-09-26,Don't You Worry,Don Gardner And Dee Dee Ford,68.0,68.0,6.0
1962-09-26,What Time Is It?,The Jive Five With Eugene Pitts,69.0,69.0,3.0
1962-09-26,The Swiss Maid,Del Shannon,70.0,70.0,3.0
1962-09-26,...And Then There Were Drums,Sandy Nelson,71.0,71.0,2.0
1962-09-26,Lookin' For A Love,The Valentinos,72.0,72.0,7.0
1962-09-26,Stormy Monday Blues,Bobby Bland,73.0,73.0,4.0
1962-09-26,Big Love,Joe Henderson,74.0,74.0,4.0
1962-09-26,Twistin' With Linda,The Isley Brothers,75.0,75.0,2.0
1962-09-26,Warmed Over Kisses (Left Over Love),Brian Hyland,76.0,76.0,2.0
1962-09-26,Long As The Rose Is Red,Florraine Darlin,62.0,77.0,6.0
1962-09-26,Yield Not To Temptation,Bobby Bland,56.0,78.0,8.0
1962-09-26,Workin' For The Man,Roy Orbison,79.0,79.0,2.0
1962-09-26,Ten Lonely Guys,Pat Boone,80.0,80.0,2.0
1962-09-26,Every Night (Without You),Paul Anka,46.0,81.0,6.0
1962-09-26,Ol' Man River,Jimmy Smith,82.0,82.0,3.0
1962-09-26,James (Hold The Ladder Steady),Sue Thompson,83.0,83.0,1.0
1962-09-26,Baby Face,Bobby Darin,84.0,84.0,1.0
1962-09-26,Don't You Believe It,Andy Williams,85.0,85.0,3.0
1962-09-26,Second Fiddle Girl,Barbara Lynn,86.0,86.0,2.0
1962-09-26,Nothing Can Change This Love,Sam Cooke,87.0,87.0,1.0
1962-09-26,I've Been Everywhere,Hank Snow,88.0,88.0,1.0
1962-09-26,Mashed Potatoes U.S.A.,James Brown And The Famous Flames,89.0,89.0,1.0
1962-09-26,If A Man Answers,Bobby Darin,90.0,90.0,1.0
1962-09-26,Forever And A Day,Jackie Wilson,91.0,91.0,2.0
1962-09-26,Broken Heart,The Fiestas,81.0,92.0,6.0
1962-09-26,Desafinado,Stan Getz / Charlie Byrd,93.0,93.0,1.0
1962-09-26,Way Over There,The Miracles,94.0,94.0,3.0
1962-09-26,Sweet Little Sixteen,Jerry Lee Lewis,95.0,95.0,3.0
1962-09-26,Mr. Lonely,Buddy Greco,96.0,96.0,2.0
1962-09-26,What Kind Of Fool Am I,Anthony Newley,97.0,97.0,2.0
1962-09-26,I Left My Heart In The Balcony,Linda Scott,98.0,98.0,2.0
1962-09-26,Someday (When I'm Gone From You),Bobby Vee and The Crickets,99.0,99.0,2.0
1962-09-26,Try A Little Tenderness,Aretha Franklin,100.0,100.0,1.0
1962-10-26,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1.0,1.0,8.0
1962-10-26,He's A Rebel,The Crystals,2.0,2.0,8.0
1962-10-26,Do You Love Me,The Contours,3.0,3.0,12.0
1962-10-26,Only Love Can Break A Heart,Gene Pitney,4.0,4.0,7.0
1962-10-26,Sherry,The 4 Seasons,1.0,5.0,10.0
1962-10-26,All Alone Am I,Brenda Lee,6.0,6.0,5.0
1962-10-26,Patches,Dickey Lee,6.0,7.0,10.0
1962-10-26,Ramblin' Rose,Nat King Cole,2.0,8.0,13.0
1962-10-26,Gina,Johnny Mathis,9.0,9.0,6.0
1962-10-26,I Remember You,Frank Ifield,5.0,10.0,8.0
1962-10-26,Popeye (The Hitchhiker),Chubby Checker,11.0,11.0,7.0
1962-10-26,Green Onions,Booker T. & The MG's,3.0,12.0,12.0
1962-10-26,Let's Dance,Chris Montez,4.0,13.0,12.0
1962-10-26,Close To Cathy,Mike Clifford,14.0,14.0,7.0
1962-10-26,Next Door To An Angel,Neil Sedaka,15.0,15.0,4.0
1962-10-26,Venus In Blue Jeans,Jimmy Clanton,7.0,16.0,11.0
1962-10-26,Big Girls Don't Cry,The 4 Seasons,17.0,17.0,2.0
1962-10-26,Limbo Rock,Chubby Checker,18.0,18.0,8.0
1962-10-26,Alley Cat,Bent Fabric and His Piano,7.0,19.0,14.0
1962-10-26,Return To Sender,Elvis Presley With The Jordanaires,20.0,20.0,2.0
1962-10-26,Surfin' Safari,The Beach Boys,14.0,21.0,12.0
1962-10-26,Nothing Can Change This Love,Sam Cooke,22.0,22.0,5.0
1962-10-26,Torture,Kris Jensen,23.0,23.0,9.0
1962-10-26,What Kind Of Fool Am I,Sammy Davis Jr.,18.0,24.0,9.0
1962-10-26,James (Hold The Ladder Steady),Sue Thompson,25.0,25.0,5.0
1962-10-26,Warmed Over Kisses (Left Over Love),Brian Hyland,26.0,26.0,6.0
1962-10-26,I Left My Heart In San Francisco,Tony Bennett,19.0,27.0,12.0
1962-10-26,The Cha-Cha-Cha,Bobby Rydell,28.0,28.0,3.0
1962-10-26,Little Black Book,Jimmy Dean,29.0,29.0,7.0
1962-10-26,Don't Go Near The Indians,Rex Allen,17.0,30.0,7.0
1962-10-26,Desafinado,Stan Getz / Charlie Byrd,31.0,31.0,5.0
1962-10-26,If I Had A Hammer (The Hammer Song),"Peter, Paul & Mary",10.0,32.0,11.0
1962-10-26,"Hide & Go Seek, Part I",Bunker Hill,33.0,33.0,10.0
1962-10-26,I've Got A Woman (Part I),Jimmy McGriff,34.0,34.0,3.0
1962-10-26,Hully Gully Baby,The Dovells,25.0,35.0,12.0
1962-10-26,Workin' For The Man,Roy Orbison,36.0,36.0,6.0
1962-10-26,Love Me Tender,Richard Chamberlain,37.0,37.0,4.0
1962-10-26,If A Man Answers,Bobby Darin,38.0,38.0,5.0
1962-10-26,King Of The Whole Wide World,Elvis Presley With The Jordanaires,30.0,39.0,6.0
1962-10-26,Rain Rain Go Away,Bobby Vinton,12.0,40.0,10.0
1962-10-26,Don't You Believe It,Andy Williams,41.0,41.0,7.0
1962-10-26,Baby Face,Bobby Darin,42.0,42.0,5.0
1962-10-26,Stormy Monday Blues,Bobby Bland,43.0,43.0,8.0
1962-10-26,I Was Such A Fool (To Fall In Love With You),Connie Francis,44.0,44.0,4.0
1962-10-26,Don't Hang Up,The Orlons,45.0,45.0,3.0
1962-10-26,Lie To Me,Brook Benton,13.0,46.0,10.0
1962-10-26,Susie Darlin',Tommy Roe,47.0,47.0,4.0
1962-10-26,What Kind Of Love Is This,Joey Dee & the Starliters,18.0,48.0,10.0
1962-10-26,You Beat Me To The Punch,Mary Wells,9.0,49.0,12.0
1962-10-26,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,50.0,50.0,4.0
1962-10-26,No One Will Ever Know,Jimmie Rodgers,43.0,51.0,9.0
1962-10-26,Pop Pop Pop - Pie,The Sherrys,52.0,52.0,4.0
1962-10-26,The Burning Of Atlanta,Claude King,53.0,53.0,4.0
1962-10-26,Twistin' With Linda,The Isley Brothers,54.0,54.0,6.0
1962-10-26,You Belong To Me,The Duprees,7.0,55.0,13.0
1962-10-26,Léah,Roy Orbison,56.0,56.0,4.0
1962-10-26,He Thinks I Still Care,Connie Francis,57.0,57.0,4.0
1962-10-26,Stop The Music,The Shirelles,36.0,58.0,8.0
1962-10-26,Sheila,Tommy Roe,1.0,59.0,14.0
1962-10-26,Ten Lonely Guys,Pat Boone,45.0,60.0,6.0
1962-10-26,Mama Sang A Song,Stan Kenton,61.0,61.0,3.0
1962-10-26,I'm Going Back To School,Dee Clark,62.0,62.0,4.0
1962-10-26,Sweet Sixteen Bars,Earl Grant,55.0,63.0,8.0
1962-10-26,I'll Bring It Home To You,Carla Thomas,64.0,64.0,3.0
1962-10-26,Ride!,Dee Dee Sharp,65.0,65.0,2.0
1962-10-26,Bobby's Girl,Marcie Blane,66.0,66.0,2.0
1962-10-26,My Own True Love,The Duprees,67.0,67.0,2.0
1962-10-26,Save All Your Lovin' For Me,Brenda Lee,53.0,68.0,6.0
1962-10-26,Second Fiddle Girl,Barbara Lynn,69.0,69.0,6.0
1962-10-26,"Lovers By Night, Strangers By Day",The Fleetwoods,70.0,70.0,3.0
1962-10-26,That Stranger Used To Be My Girl,Trade Martin,71.0,71.0,2.0
1962-10-26,Next Door To The Blues,Etta James,72.0,72.0,3.0
1962-10-26,You Can Run (But You Can't Hide),Jerry Butler,73.0,73.0,3.0
1962-10-26,Happy Weekend,"Dave ""Baby"" Cortez",74.0,74.0,3.0
1962-10-26,Mr. Lonely,Buddy Greco,75.0,75.0,6.0
1962-10-26,Mama Sang A Song,Walter Brennan,76.0,76.0,2.0
1962-10-26,Somebody Have Mercy,Sam Cooke,77.0,77.0,1.0
1962-10-26,I'm Here To Get My Baby Out Of Jail,The Everly Brothers,78.0,78.0,3.0
1962-10-26,Did You Ever See A Dream Walking,Fats Domino,79.0,79.0,4.0
1962-10-26,I Can't Help It (If I'm Still In Love With You),Johnny Tillotson,80.0,80.0,1.0
1962-10-26,Heartaches,Patsy Cline,81.0,81.0,3.0
1962-10-26,I Left My Heart In The Balcony,Linda Scott,82.0,82.0,6.0
1962-10-26,Wiggle Wobble,Les Cooper and the Soul Rockers,83.0,83.0,2.0
1962-10-26,Untie Me,The Tams,84.0,84.0,2.0
1962-10-26,I've Been Everywhere,Hank Snow,85.0,85.0,4.0
1962-10-26,What Kind Of Fool Am I,Anthony Newley,85.0,86.0,4.0
1962-10-26,Fools Rush In,Etta James,87.0,87.0,3.0
1962-10-26,Don't Ever Leave Me,Bob And Earl,88.0,88.0,2.0
1962-10-26,Don't Ask Me To Be Friends,The Everly Brothers,89.0,89.0,2.0
1962-10-26,Release Me,"Esther Phillips ""Little Esther""",90.0,90.0,1.0
1962-10-26,Further More,Ray Stevens,91.0,91.0,3.0
1962-10-26,Magic Wand,Don & Juan,92.0,92.0,1.0
1962-10-26,Aladdin,Bobby Curtola,93.0,93.0,1.0
1962-10-26,Anna (Go To Him),Arthur Alexander,94.0,94.0,1.0
1962-10-26,The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass,95.0,95.0,1.0
1962-10-26,Stubborn Kind Of Fellow,Marvin Gaye,96.0,96.0,2.0
1962-10-26,Mama Sang A Song,Bill Anderson,97.0,97.0,1.0
1962-10-26,One More Town,The Kingston Trio,98.0,98.0,1.0
1962-10-26,Where Do You Come From,Elvis Presley With The Jordanaires,99.0,99.0,1.0
1962-10-26,Four Walls,Kay Starr,100.0,100.0,1.0
1962-11-25,Big Girls Don't Cry,The 4 Seasons,1.0,1.0,7.0
1962-11-25,Return To Sender,Elvis Presley With The Jordanaires,2.0,2.0,7.0
1962-11-25,Bobby's Girl,Marcie Blane,3.0,3.0,7.0
1962-11-25,Limbo Rock,Chubby Checker,4.0,4.0,13.0
1962-11-25,All Alone Am I,Brenda Lee,3.0,5.0,10.0
1962-11-25,Don't Hang Up,The Orlons,6.0,6.0,8.0
1962-11-25,The Lonely Bull (El Solo Torro),Herb Alpert And Tijuana Brass,7.0,7.0,6.0
1962-11-25,Ride!,Dee Dee Sharp,8.0,8.0,7.0
1962-11-25,He's A Rebel,The Crystals,1.0,9.0,13.0
1962-11-25,Next Door To An Angel,Neil Sedaka,5.0,10.0,9.0
1962-11-25,Gina,Johnny Mathis,6.0,11.0,11.0
1962-11-25,The Cha-Cha-Cha,Bobby Rydell,10.0,12.0,8.0
1962-11-25,Telstar,The Tornadoes,13.0,13.0,5.0
1962-11-25,My Own True Love,The Duprees,14.0,14.0,7.0
1962-11-25,Desafinado,Stan Getz / Charlie Byrd,15.0,15.0,10.0
1962-11-25,Release Me,"Esther Phillips ""Little Esther""",16.0,16.0,6.0
1962-11-25,Only Love Can Break A Heart,Gene Pitney,2.0,17.0,12.0
1962-11-25,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,18.0,18.0,9.0
1962-11-25,Keep Your Hands Off My Baby,Little Eva,19.0,19.0,5.0
1962-11-25,Rumors,Johnny Crawford,20.0,20.0,5.0
1962-11-25,Close To Cathy,Mike Clifford,12.0,21.0,12.0
1962-11-25,Nothing Can Change This Love,Sam Cooke,12.0,22.0,10.0
1962-11-25,Eso Beso (That Kiss!),Paul Anka,23.0,23.0,5.0
1962-11-25,I Can't Help It (If I'm Still In Love With You),Johnny Tillotson,24.0,24.0,6.0
1962-11-25,What Kind Of Fool Am I,Sammy Davis Jr.,17.0,25.0,14.0
1962-11-25,Do You Love Me,The Contours,3.0,26.0,17.0
1962-11-25,Love Came To Me,Dion,27.0,27.0,4.0
1962-11-25,Wiggle Wobble,Les Cooper and the Soul Rockers,28.0,28.0,7.0
1962-11-25,I've Got A Woman (Part I),Jimmy McGriff,20.0,29.0,8.0
1962-11-25,Dear Lonely Hearts,Nat King Cole,30.0,30.0,4.0
1962-11-25,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",1.0,31.0,13.0
1962-11-25,Mama Sang A Song,Stan Kenton,32.0,32.0,8.0
1962-11-25,That Stranger Used To Be My Girl,Trade Martin,28.0,33.0,7.0
1962-11-25,Chains,The Cookies,34.0,34.0,4.0
1962-11-25,I Left My Heart In San Francisco,Tony Bennett,19.0,35.0,17.0
1962-11-25,"Lovers By Night, Strangers By Day",The Fleetwoods,36.0,36.0,8.0
1962-11-25,Let's Go (pony),The Routers,37.0,37.0,5.0
1962-11-25,Mama Sang A Song,Walter Brennan,38.0,38.0,7.0
1962-11-25,Léah,Roy Orbison,25.0,39.0,9.0
1962-11-25,You Are My Sunshine,Ray Charles,40.0,40.0,3.0
1962-11-25,Go Away Little Girl,Steve Lawrence,41.0,41.0,4.0
1962-11-25,Hotel Happiness,Brook Benton,42.0,42.0,2.0
1962-11-25,Popeye (The Hitchhiker),Chubby Checker,10.0,43.0,12.0
1962-11-25,Zip-A-Dee Doo-Dah,Bob B. Soxx And The Blue Jeans,44.0,44.0,3.0
1962-11-25,Ruby Ann,Marty Robbins,45.0,45.0,3.0
1962-11-25,Stubborn Kind Of Fellow,Marvin Gaye,46.0,46.0,7.0
1962-11-25,I Was Such A Fool (To Fall In Love With You),Connie Francis,24.0,47.0,9.0
1962-11-25,Your Cheating Heart,Ray Charles,48.0,48.0,3.0
1962-11-25,Mary Ann Regrets,Burl Ives,49.0,49.0,5.0
1962-11-25,The Push And Kick,Mark Valentino,50.0,50.0,4.0
1962-11-25,James (Hold The Ladder Steady),Sue Thompson,17.0,51.0,10.0
1962-11-25,Surfin' Safari,The Beach Boys,14.0,52.0,17.0
1962-11-25,Comin' Home Baby,Mel Torme,53.0,53.0,5.0
1962-11-25,Love Me Tender,Richard Chamberlain,21.0,54.0,9.0
1962-11-25,My Dad,Paul Petersen,55.0,55.0,3.0
1962-11-25,Spanish Lace,Gene McDaniels,56.0,56.0,4.0
1962-11-25,Don't Ask Me To Be Friends,The Everly Brothers,48.0,57.0,7.0
1962-11-25,I'll Bring It Home To You,Carla Thomas,41.0,58.0,8.0
1962-11-25,Workin' For The Man,Roy Orbison,33.0,59.0,11.0
1962-11-25,You Threw A Lucky Punch,Gene Chandler,60.0,60.0,2.0
1962-11-25,I Lost My Baby,Joey Dee,61.0,61.0,5.0
1962-11-25,Torture,Kris Jensen,20.0,62.0,14.0
1962-11-25,Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,63.0,63.0,3.0
1962-11-25,Two Lovers,Mary Wells,64.0,64.0,1.0
1962-11-25,Untie Me,The Tams,60.0,65.0,7.0
1962-11-25,Stormy Monday Blues,Bobby Bland,43.0,66.0,13.0
1962-11-25,That's Life (That's Tough),Gabriel And The Angels,67.0,67.0,4.0
1962-11-25,If You Were A Rock And Roll Record,Freddy Cannon,68.0,68.0,4.0
1962-11-25,Anna (Go To Him),Arthur Alexander,68.0,69.0,6.0
1962-11-25,Up On The Roof,The Drifters,70.0,70.0,5.0
1962-11-25,Next Door To The Blues,Etta James,71.0,71.0,7.0
1962-11-25,Rainbow At Midnight,Jimmie Rodgers,72.0,72.0,2.0
1962-11-25,Let's Kiss And Make Up,Bobby Vinton,73.0,73.0,1.0
1962-11-25,Baby Has Gone Bye Bye,George Maharis,74.0,74.0,3.0
