date,title,artist,peak_pos,rank,weeks
1958-04-23,My True Love,Jack Scott,8.0,8.0,1.0
1958-04-23,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-04-23,Fever,Peggy Lee,10.0,10.0,1.0
1958-04-23,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-04-23,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-04-23,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-04-23,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-04-23,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-04-23,One Summer Night,The Danleers,16.0,16.0,1.0
1958-04-23,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-04-23,Little Star,The Elegants,18.0,18.0,1.0
1958-04-23,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-04-23,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-04-23,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-04-23,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-04-23,Western Movies,The Olympics,23.0,23.0,1.0
1958-04-23,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-04-23,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-04-23,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-04-23,Think It Over,The Crickets,27.0,27.0,1.0
1958-04-23,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-04-23,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-04-23,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-04-23,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-04-23,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-04-23,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-04-23,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-04-23,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-04-23,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-04-23,Moon Talk,Perry Como,37.0,37.0,1.0
1958-04-23,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-04-23,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-04-23,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-04-23,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-04-23,You Cheated,The Slades,42.0,42.0,1.0
1958-04-23,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-04-23,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-04-23,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-04-23,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-04-23,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-04-23,Return To Me,Dean Martin,48.0,48.0,1.0
1958-04-23,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-04-23,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-04-23,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-04-23,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-04-23,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-04-23,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-04-23,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-04-23,Leroy,Jack Scott,56.0,56.0,1.0
1958-04-23,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-04-23,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-04-23,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-04-23,Over And Over,Bobby Day,60.0,60.0,1.0
1958-04-23,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-04-23,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-04-23,Padre,Toni Arden,63.0,63.0,1.0
1958-04-23,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-04-23,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-04-23,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-04-23,Big Man,The Four Preps,67.0,67.0,1.0
1958-04-23,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-04-23,Op,The Honeycones,69.0,69.0,1.0
1958-04-23,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-04-23,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-04-23,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-04-23,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-04-23,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-04-23,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-04-23,Midnight,Paul Anka,76.0,76.0,1.0
1958-04-23,Happy Years,The Diamonds,77.0,77.0,1.0
1958-04-23,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-04-23,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-04-23,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-04-23,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-04-23,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-04-23,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-04-23,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-04-23,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-04-23,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-04-23,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-04-23,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-04-23,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-04-23,Stay,The Ames Brothers,90.0,90.0,1.0
1958-04-23,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-04-23,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-04-23,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-04-23,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-04-23,Little Mary,Fats Domino,95.0,95.0,1.0
1958-04-23,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-04-23,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-04-23,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-04-23,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-04-23,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-04-30,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-04-30,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-04-30,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-04-30,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-04-30,When,Kalin Twins,5.0,5.0,1.0
1958-04-30,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-04-30,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-04-30,My True Love,Jack Scott,8.0,8.0,1.0
1958-04-30,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-04-30,Fever,Peggy Lee,10.0,10.0,1.0
1958-04-30,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-04-30,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-04-30,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-04-30,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-04-30,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-04-30,One Summer Night,The Danleers,16.0,16.0,1.0
1958-04-30,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-04-30,Little Star,The Elegants,18.0,18.0,1.0
1958-04-30,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-04-30,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-04-30,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-04-30,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-04-30,Western Movies,The Olympics,23.0,23.0,1.0
1958-04-30,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-04-30,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-04-30,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-04-30,Think It Over,The Crickets,27.0,27.0,1.0
1958-04-30,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-04-30,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-04-30,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-04-30,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-04-30,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-04-30,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-04-30,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-04-30,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-04-30,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-04-30,Moon Talk,Perry Como,37.0,37.0,1.0
1958-04-30,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-04-30,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-04-30,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-04-30,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-04-30,You Cheated,The Slades,42.0,42.0,1.0
1958-04-30,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-04-30,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-04-30,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-04-30,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-04-30,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-04-30,Return To Me,Dean Martin,48.0,48.0,1.0
1958-04-30,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-04-30,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-04-30,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-04-30,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-04-30,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-04-30,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-04-30,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-04-30,Leroy,Jack Scott,56.0,56.0,1.0
1958-04-30,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-04-30,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-04-30,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-04-30,Over And Over,Bobby Day,60.0,60.0,1.0
1958-04-30,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-04-30,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-04-30,Padre,Toni Arden,63.0,63.0,1.0
1958-04-30,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-04-30,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-04-30,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-04-30,Big Man,The Four Preps,67.0,67.0,1.0
1958-04-30,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-04-30,Op,The Honeycones,69.0,69.0,1.0
1958-04-30,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-04-30,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-04-30,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-04-30,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-04-30,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-04-30,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-04-30,Midnight,Paul Anka,76.0,76.0,1.0
1958-04-30,Happy Years,The Diamonds,77.0,77.0,1.0
1958-04-30,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-04-30,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-04-30,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-04-30,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-04-30,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-04-30,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-04-30,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-04-30,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-04-30,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-04-30,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-04-30,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-04-30,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-04-30,Stay,The Ames Brothers,90.0,90.0,1.0
1958-04-30,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-04-30,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-04-30,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-04-30,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-04-30,Little Mary,Fats Domino,95.0,95.0,1.0
1958-04-30,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-04-30,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-04-30,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-04-30,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-04-30,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-05-07,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-05-07,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-05-07,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-05-07,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-05-07,When,Kalin Twins,5.0,5.0,1.0
1958-05-07,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-05-07,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-05-07,My True Love,Jack Scott,8.0,8.0,1.0
1958-05-07,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-05-07,Fever,Peggy Lee,10.0,10.0,1.0
1958-05-07,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-05-07,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-05-07,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-05-07,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-05-07,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-05-07,One Summer Night,The Danleers,16.0,16.0,1.0
1958-05-07,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-05-07,Little Star,The Elegants,18.0,18.0,1.0
1958-05-07,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-05-07,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-05-07,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-05-07,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-05-07,Western Movies,The Olympics,23.0,23.0,1.0
1958-05-07,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-05-07,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-05-07,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-05-07,Think It Over,The Crickets,27.0,27.0,1.0
1958-05-07,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-05-07,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-05-07,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-05-07,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-05-07,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-05-07,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-05-07,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-05-07,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-05-07,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-05-07,Moon Talk,Perry Como,37.0,37.0,1.0
1958-05-07,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-05-07,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-05-07,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-05-07,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-05-07,You Cheated,The Slades,42.0,42.0,1.0
1958-05-07,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-05-07,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-05-07,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-05-07,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-05-07,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-05-07,Return To Me,Dean Martin,48.0,48.0,1.0
1958-05-07,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-05-07,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-05-07,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-05-07,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-05-07,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-05-07,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-05-07,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-05-07,Leroy,Jack Scott,56.0,56.0,1.0
1958-05-07,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-05-07,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-05-07,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-05-07,Over And Over,Bobby Day,60.0,60.0,1.0
1958-05-07,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-05-07,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-05-07,Padre,Toni Arden,63.0,63.0,1.0
1958-05-07,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-05-07,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-05-07,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-05-07,Big Man,The Four Preps,67.0,67.0,1.0
1958-05-07,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-05-07,Op,The Honeycones,69.0,69.0,1.0
1958-05-07,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-05-07,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-05-07,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-05-07,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-05-07,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-05-07,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-05-07,Midnight,Paul Anka,76.0,76.0,1.0
1958-05-07,Happy Years,The Diamonds,77.0,77.0,1.0
1958-05-07,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-05-07,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-05-07,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-05-07,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
1958-05-07,Blip Blop,Bill Doggett,82.0,82.0,1.0
1958-05-07,Try The Impossible,Lee Andrews And The Hearts,83.0,83.0,1.0
1958-05-07,Summertime Blues,Eddie Cochran,84.0,84.0,1.0
1958-05-07,Got A Match?,The Daddy-O's,85.0,85.0,1.0
1958-05-07,To Be Loved,Jackie Wilson,86.0,86.0,1.0
1958-05-07,Jealousy,Kitty Wells,87.0,87.0,1.0
1958-05-07,Just Like In The Movies,The Upbeats,88.0,88.0,1.0
1958-05-07,Blue Boy,Jim Reeves,89.0,89.0,1.0
1958-05-07,Stay,The Ames Brothers,90.0,90.0,1.0
1958-05-07,The Purple People Eater Meets The Witch Doctor,Joe South,91.0,91.0,1.0
1958-05-07,Bird Dog,The Everly Brothers,92.0,92.0,1.0
1958-05-07,Are You Really Mine,Jimmie Rodgers,93.0,93.0,1.0
1958-05-07,She Was Only Seventeen (He Was One Year More),Marty Robbins,94.0,94.0,1.0
1958-05-07,Little Mary,Fats Domino,95.0,95.0,1.0
1958-05-07,Over And Over,Thurston Harris,96.0,96.0,1.0
1958-05-07,I Believe In You,Robert & Johnny,97.0,97.0,1.0
1958-05-07,Little Serenade,The Ames Brothers,98.0,98.0,1.0
1958-05-07,I'll Get By (As Long As I Have You),Billy Williams,99.0,99.0,1.0
1958-05-07,Judy,Frankie Vaughan,100.0,100.0,1.0
1958-05-14,Poor Little Fool,Ricky Nelson,1.0,1.0,1.0
1958-05-14,Patricia,Perez Prado And His Orchestra,2.0,2.0,1.0
1958-05-14,Splish Splash,Bobby Darin,3.0,3.0,1.0
1958-05-14,Hard Headed Woman,Elvis Presley With The Jordanaires,4.0,4.0,1.0
1958-05-14,When,Kalin Twins,5.0,5.0,1.0
1958-05-14,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels,6.0,6.0,1.0
1958-05-14,Yakety Yak,The Coasters,7.0,7.0,1.0
1958-05-14,My True Love,Jack Scott,8.0,8.0,1.0
1958-05-14,Willie And The Hand Jive,The Johnny Otis Show,9.0,9.0,1.0
1958-05-14,Fever,Peggy Lee,10.0,10.0,1.0
1958-05-14,Ginger Bread,Frankie Avalon,11.0,11.0,1.0
1958-05-14,Just A Dream,Jimmy Clanton And His Rockets,12.0,12.0,1.0
1958-05-14,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,13.0,13.0,1.0
1958-05-14,If Dreams Came True,Pat Boone,14.0,14.0,1.0
1958-05-14,For Your Precious Love,Jerry Butler and The Impressions,15.0,15.0,1.0
1958-05-14,One Summer Night,The Danleers,16.0,16.0,1.0
1958-05-14,Endless Sleep,Jody Reynolds,17.0,17.0,1.0
1958-05-14,Little Star,The Elegants,18.0,18.0,1.0
1958-05-14,Everybody Loves A Lover,Doris Day,19.0,19.0,1.0
1958-05-14,Do You Want To Dance,Bobby Freeman,20.0,20.0,1.0
1958-05-14,Guess Things Happen That Way,Johnny Cash And The Tennessee Two,21.0,21.0,1.0
1958-05-14,A Certain Smile,Johnny Mathis,22.0,22.0,1.0
1958-05-14,Western Movies,The Olympics,23.0,23.0,1.0
1958-05-14,The Purple People Eater,Sheb Wooley,24.0,24.0,1.0
1958-05-14,What Am I Living For,Chuck Willis,25.0,25.0,1.0
1958-05-14,Born Too Late,Poni-Tails,26.0,26.0,1.0
1958-05-14,Think It Over,The Crickets,27.0,27.0,1.0
1958-05-14,Secretly,Jimmie Rodgers,28.0,28.0,1.0
1958-05-14,Enchanted Island,The Four Lads,29.0,29.0,1.0
1958-05-14,Angel Baby,Dean Martin,30.0,30.0,1.0
1958-05-14,Chantilly Lace,Big Bopper,31.0,31.0,1.0
1958-05-14,Blue Blue Day,Don Gibson,32.0,32.0,1.0
1958-05-14,The Freeze,Tony And Joe,33.0,33.0,1.0
1958-05-14,Don't Ask Me Why,Elvis Presley With The Jordanaires,34.0,34.0,1.0
1958-05-14,Rock-in Robin,Bobby Day,35.0,35.0,1.0
1958-05-14,"No Chemise, Please",Gerry Granahan,36.0,36.0,1.0
1958-05-14,Moon Talk,Perry Como,37.0,37.0,1.0
1958-05-14,Somebody Touched Me,Buddy Knox with the Rhythm Orchids,38.0,38.0,1.0
1958-05-14,That's How Much I Love You,Pat Boone,39.0,39.0,1.0
1958-05-14,Crazy Eyes For You,Bobby Hamilton,40.0,40.0,1.0
1958-05-14,Early In The Morning,Buddy Holly,41.0,41.0,1.0
1958-05-14,You Cheated,The Slades,42.0,42.0,1.0
1958-05-14,Come What May,Clyde McPhatter,43.0,43.0,1.0
1958-05-14,Jennie Lee,Jan & Arnie,44.0,44.0,1.0
1958-05-14,Kathy-O,The Diamonds,45.0,45.0,1.0
1958-05-14,(It's Been A Long Time) Pretty Baby,Gino & Gina,46.0,46.0,1.0
1958-05-14,I Wonder Why,Dion & The Belmonts,47.0,47.0,1.0
1958-05-14,Return To Me,Dean Martin,48.0,48.0,1.0
1958-05-14,All I Have To Do Is Dream,The Everly Brothers,49.0,49.0,1.0
1958-05-14,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids,50.0,50.0,1.0
1958-05-14,"Baubles, Bangles And Beads",The Kirby Stone Four,50.0,50.0,1.0
1958-05-14,Early In The Morning,The Rinky-Dinks,52.0,52.0,1.0
1958-05-14,Come Closer To Me (Acercate Mas),Nat King Cole,53.0,53.0,1.0
1958-05-14,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno,54.0,54.0,1.0
1958-05-14,Let's Go Steady For The Summer,The Three G's,55.0,55.0,1.0
1958-05-14,Leroy,Jack Scott,56.0,56.0,1.0
1958-05-14,You Need Hands,Eydie Gorme,57.0,57.0,1.0
1958-05-14,Fool's Paradise,The Crickets,58.0,58.0,1.0
1958-05-14,Young And Warm And Wonderful,Tony Bennett,59.0,59.0,1.0
1958-05-14,Over And Over,Bobby Day,60.0,60.0,1.0
1958-05-14,Itchy Twitchy Feeling,Bobby Hendricks,61.0,61.0,1.0
1958-05-14,For Your Love,Ed Townsend,62.0,62.0,1.0
1958-05-14,Padre,Toni Arden,63.0,63.0,1.0
1958-05-14,High School Confidential,Jerry Lee Lewis And His Pumping Piano,63.0,63.0,1.0
1958-05-14,You're Making A Mistake,The Platters,65.0,65.0,1.0
1958-05-14,Delicious!,Jim Backus & Friend,66.0,66.0,1.0
1958-05-14,Big Man,The Four Preps,67.0,67.0,1.0
1958-05-14,Volare (Nel Blu Dipinto Di Blu),Dean Martin,68.0,68.0,1.0
1958-05-14,Op,The Honeycones,69.0,69.0,1.0
1958-05-14,Don't Go Home,The Playmates,70.0,70.0,1.0
1958-05-14,Got A Match?,Frank Gallup,71.0,71.0,1.0
1958-05-14,Stupid Cupid,Connie Francis,72.0,72.0,1.0
1958-05-14,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,73.0,73.0,1.0
1958-05-14,Win Your Love For Me,Sam Cooke,74.0,74.0,1.0
1958-05-14,Gotta Have Rain,Eydie Gorme,74.0,74.0,1.0
1958-05-14,Midnight,Paul Anka,76.0,76.0,1.0
1958-05-14,Happy Years,The Diamonds,77.0,77.0,1.0
1958-05-14,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,78.0,78.0,1.0
1958-05-14,The Bird On My Head,David Seville,79.0,79.0,1.0
1958-05-14,Johnny B. Goode,Chuck Berry,80.0,80.0,1.0
1958-05-14,Beautiful Delilah,Chuck Berry,81.0,81.0,1.0
